"Post_ID","Post_Author_Name","Post_Author_Profile","Post_Author_JobTitle","Post_Content","Post_Reactions","Sentiment","Sentiment_Score","Date_Collected"
"7323949089035866113","Ravikumar","https://www.linkedin.com/in/ravikumar-satuluri?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAm4WVYBvqpJj8C4nRhJ4fslzh1R-569teo","POWER BI | SQL Server | T-SQL | SSIS | SSRS | ADF | MSBI | SNOWFLAKE |","Dear # LGIndiaManagement , # LG , # LGINDIA , # LGGLOBAL , # LGGLOBAL I am writing this message out of deep frustration and disappointment regarding the consistently poor quality of your after-sales service in India. As a consumer who trusted LG for its reputation and product quality, I have experienced nothing but delays, lack of accountability, and unsatisfactory responses from your service teams. The inefficiency and lack of customer support are not only tarnishing the LG brand image but are also causing significant inconvenience to countless customers. If this is the level of service LG believes is acceptable, then I sincerely urge you to reconsider continuing your operations in India. A global brand should uphold global standards. Unfortunately, LG India has failed to meet even basic expectations. I hope you take this feedback seriously and take immediate steps to either overhaul your service network or consider withdrawing from the market if you cannot offer the quality your customers deserve. I am writing to express my deep dissatisfaction regarding the lack of resolution for the service tickets I raised 20 days ago. Despite repeated follow-ups, the issue remains unresolved. # RNP250415052862 # VCP250424035478 Moreover, the staff at the local service centre have been extremely uncooperative and harsh in their communication during my follow-up calls. This kind of behavior is unacceptable and has added to my frustration. For your reference, I am willing to share the call recordings to substantiate my experience. I request immediate intervention and resolution. Please escalate this matter to the concerned department and ensure appropriate action is taken both on the issue and on the conduct of the service centre staff. Looking forward to your urgent response. Thanks, # LGINDIA # LGINDIA # LGSERVICECENTER # LG_GLOBAL # LGGLOBAL","6","neutral","0.029","2025-07-17 06:02:54"
"7339602489899433984","CaratXCaratX","https://www.linkedin.com/company/caratx/posts","5,369","Why Big Indian Jewelry Brands Are Hesitating on Lab-Grown Diamonds – And Why It’s Your Golden Opportunity","11","positive","0.15","2025-07-17 06:02:59"
"7255892326248558592","Shubhangi","https://www.linkedin.com/in/shubhangi-joshi-048b71149?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAACPyEfgBgFYSWDr4yEGYxg8h-qXH3iURkU4","Human Resources professional at LG","Celebrating the Festival of Lights at the Office! # LGKiDiwali This Diwali, again our team came together to celebrate not just the festival, but also the spirit of togetherness, joy, and prosperity. The office was transformed with colorful rangolis, diyas, and beautiful decorations that lit up the space and lifted our spirits. We had an incredible celebration, packed with energy, joy, and team spirit! The event featured amazing dance performances from some of our talented team members who really lit up the room. The day was filled with exciting lucky draw for employees, awesome performances. Thank you to everyone who participated and helped make this celebration special! Here’s to lighting up our paths with kindness, growth, and success in the coming year. Happy Diwali to all! # lgkidiwali # lgindia # festive # vibes # Happydiwali @lgindia LG Electronics Vijay Ranjan Singh Jasleen Ahluwalia Nidhi Kakkar Kapil Kumar Akanksha Singh Bhawana Pal Bithika Hazarika Shrey Sethi Siddhant Rana Tushar Bhardwaj Sarfaraz Faridi Imran Khan","482","positive","0.609","2025-07-17 06:02:59"
"7349835951575027712","LG HVAC Solutions","https://www.linkedin.com/showcase/lghvacsolutionsindia/posts","958","Where aesthetics meet innovation. The LG 1 Way Cassette AC blends seamlessly into modern interiors while delivering uncompromised comfort, perfect for luxurious homes that demand more than just cooling. With its Red Dot Award-winning design, 4-way air blow for uniform cooling, and energy-efficient performance, it’s built to complement your style and elevate your space. To know more about # 1WayCassette , visit: https://lnkd.in/gts-5YxH Know more about LG # LightCommercialAirConditioners , click here: https://lnkd.in/gdJT9tkN Click on this link: https://lnkd.in/da9vUQw9 to open the # Enquiry form. # LG # LGIndia # LifesGood # LG1WayCassetteAC # SystemAirConditioning","23","positive","0.35","2025-07-17 06:02:59"
"7242892914274566144","LG","https://www.linkedin.com/company/lgindia/posts","174,405","Here’s your chance to participate in a series of contests, weekly fun and weekly riddles ! Solve It ! Win It! One Lucky Winner with all criteria matched will win! Follow @LGIndia Twitter Handle Tag 2 Friends and ensure they follow @LGIndia Twitter Handle Have your friends like your Answer TnC* Apply - https://lnkd.in/gBa8FsTF # LG # LGIndia # LifesGood # SolveAndWin # LGContest # WeeklyRiddles # LGIndiaGiveaway # WinWithLG # RiddleChallenge # ContestAlert","23","positive","0.701","2025-07-17 06:03:03"
"7341444979937955843","Amit","https://www.linkedin.com/in/eramityadav?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAA6gZWEBsDAoYBhRBpZjcUqyeTUMnV2Hbzc","Quick Commerce | B2C Projects | Hyper Local | Logistics Operations [Ex- Healthkart/ Ex- Dharmalife / Ex- Snapdeal / Ex- Paytm with 9+ Years of","Extremely Disappointed with LG Electronics and Vijay Sales After years of trust in LG products (TV, Washing Machine, Refrigerator), I recently purchased an LG Window AC from Vijay Sales (Invoice: HMG-F-SIRT1075). It was delivered and installed by LG’s own technician—who identified a manufacturing defect in the blower and immediately uninstalled the unit. Vijay Sales promised a replacement upon my return as was unavailable, and now they’ve suddenly changed their stance, saying another technician visit is required—completely ignoring the initial report from LG’s own engineer. What’s worse? Zero accountability, fake promises, mental harassment, and endless delays. As a loyal LG customer and a responsible consumer, I’m left with no choice but to raise this issue publicly and take it to consumer forums. It’s high time brands start respecting customer time, trust, and money. # CustomerExperience # ConsumerRights # LGIndia # VijaySales # CustomerComplaint # ACReplacement # ConsumerGrievance # ServiceFailure","12","neutral","0.001","2025-07-17 06:03:03"
"7300768692819177473","Akansha","https://www.linkedin.com/in/akanshaagarwal2408?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABLcn5gBx8fzKZ9Grc8DYSLOxG3SQjH3J1E","Software Development Engineer 3 @ Airtel Payments Bank | API Development, Quarkus,","Extremely Disappointing Service by LG India We purchased an LG 592L 1-Star Frost Free Inverter Wi-Fi Double Door Refrigerator (Order No. 32001641806) on 19th Feb 2025, with a promised delivery date of 22nd Feb 2025. Today is 27th Feb, and we are still waiting! Despite numerous follow-ups and calls, LG support keeps giving the same response—“it will be delivered within 4 hours”—but nothing happens. This is highly unprofessional and frustrating. LG India how long do customers have to wait for a product they paid for? Immediate action is needed! Requesting LG to resolve this ASAP! # LG # PoorService # DelayedDelivery # CustomerExperience # LGIndia # FrustratingService LG Electronics LG India CA Ayush Agarwal","15","neutral","-0.037","2025-07-17 06:03:03"
"7336999591461957632","Kalyani","https://www.linkedin.com/in/kalyani-shukla-980024237?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADrp8nAB_v_Dp4cehAEj1mFwTNjujycphUM","MBA (Hons) Student | Future HR & Marketing","They say your first week at a new place is about getting comfortable — well, mine was about getting comfortable with 11,500 employees (yes, you read that right ), including managing processes for 9570 promoters! I’ve just completed my first week as an intern in the Promoters & Support Department at LG Electronics India, update on how it’s going so far: ‍Attendance Management — making sure everyone is marked and mapped right. Vacancy Handling & Hiring — Where do all these promoters come from? Now I know! From posting vacancies to helping onboard new faces — I got a front-row seat to how it happens. Onboarding Process — New joiners, profile creation, system logins, training schedules and all the “hello” moments! Approval of Resignations — Because goodbyes are a part of the process too. Learned how resignations are smoothly handled and processed. Portal Handling- LG’s internal portals. From approvals to data management. And in between all this? Some amazing moments with my team — distributing goodies , coffee breaks that turned into learning sessions, and lots of fun conversations that made me feel like part of the LG family already. This was Week 1, I can’t wait to see what Week 2 has in store! # LGIndia # InternshipDiaries # LifesGood # PromotersAndSupport # LearningByDoing # CorporateLife # FirstWeekVibes","546","positive","0.283","2025-07-17 06:03:08"
"7333311074093420545","LG","https://www.linkedin.com/company/lg-sciencepark/posts","14,270","LG Electronics breaks ground in Sri City, India. A new hub for innovation, production, and regional growth is taking shape. Here begins the next chapter in LG’s Global South strategy. With an investment of approximately USD 600 million, LG India (LGEIL) is building its third manufacturing plant in India—located in # SriCity , Andhra Pradesh. The project is expected to generate around 1,495 direct jobs and attract supporting industries, creating a robust white goods manufacturing ecosystem in the region. Construction is now underway, with air conditioner production scheduled to begin by the end of 2026, followed by washing machines, refrigerators, and AC compressors. The new facility will serve both India's growing domestic demand and key export markets—including Bangladesh, Sri Lanka, and the Middle East. Its strategic location near Chennai offers logistics advantages for Southern India and international markets. Sri City marks a significant step in LG’s commitment to localization, regional growth, and speed-to-market. The groundbreaking ceremony was attended by senior leadership from LG and the Government of Andhra Pradesh—including Lokesh Nara , Hon’ble Minister for Information Technology, Electronics and Communications; Lyu Jae-cheol, President of the LG Home Appliance Solution Company; Jaesung Lee , President of the LG Eco Solution Company; and Hong Ju Jeon, Managing Director of LGEIL. Shri N. Chandrababu Naidu, Hon’ble Chief Minister of Andhra Pradesh, welcomed LG Electronics to Sri City, highlighting the state's strong business environment and connectivity. From India to the Global South, LG Electronics is shaping the future of advanced manufacturing. At LG Sciencepark, we’re proud to support this global expansion as LG’s R&D base for breakthrough technologies. # LG # LGSciencepark # LGIndia # LGEIL # SriCity # ManufacturingHub # JobCreation # GlobalSouthStrategy # InnovationInIndia # India # Localization # AdvancedManufacturing # SustainableGrowth","278","neutral","0.061","2025-07-17 06:03:08"
"7241357883999707136","LG","https://www.linkedin.com/company/lgindia/posts","174,405","We’re thrilled to celebrate the achievements of students through the Life’s Good Scholarship Program! LG is committed to nurturing future leaders and contributing to societal progress. By supporting talented and meritorious students, we are investing in the growth of our youth. Together, we are making a lasting impact and fostering a brighter future. Know more at https://bit.ly/4cLz5QP # LG # LGIndia # LifesGood # LifesGoodScholarshipProgram # Scholarship # Education","94","positive","0.366","2025-07-17 06:03:08"
"7315704170710212608","LG HVAC Solutions","https://www.linkedin.com/showcase/lghvacsolutionsindia/posts","958","𝗖𝗼𝗺𝗳𝗼𝗿𝘁 𝗶𝘀 𝐞𝘃𝗲𝗿𝘆𝘄𝗵𝗲𝗿𝗲 𝘄𝗶𝘁𝗵 𝗟𝗚 𝗛𝗩𝗔𝗖 𝗦𝗼𝗹𝘂𝘁𝗶𝗼𝗻𝘀! Welcome to the world of LG HVAC solutions. We believe that comfort doesn’t stop at home - it follows you everywhere you go! From office buildings shopping malls hotels schools Experience comfort from heating, fresh air, and cooling beyond your home, with LG HVAC solutions that are designed for every environment. Follow to know more about how we are redefining commercial cooling. More on LG HVAC Solutions: https://lnkd.in/g9kcVx9q Click on this link: https://lnkd.in/da9vUQw9 to open the enquiry form. # LGHVAC # HVAC # AirConditioner # AC # AirConditioning # LifesGood # LGIndia","45","positive","0.383","2025-07-17 06:03:13"
"7324636407866494976","Amit","https://www.linkedin.com/in/amit-tandon-86983b15?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAMmMhEBX8riQvxvGobPE1dc-J7b8QVOgcA","General Manager Marketing @ LG","We’re proud to welcome Woman Grandmaster Vantika Agrawal as the new Brand Ambassador for LG India ! A three-time Chess Olympiad gold medalist and recent Arjuna Award recipient, Vantika embodies excellence, strategy, and a forward-thinking mindset — qualities that align seamlessly with LG’s commitment to innovation and progress. At LG India , we believe in purpose-driven innovation, and just like LG Electronics , Vantika represents the pursuit of exceptional performance and unwavering commitment to excellence. We’re excited to partner with her on this inspiring journey ahead. # LGIndia # VantikaAgrawal # BrandAmbassador # PurposeDrivenInnovation # CommitmentToExcellence # ChessChampion # ExcellenceInEveryMove # InnovationForBetterLife # LeadingWithInnovation # LGInnovation","28","positive","0.427","2025-07-17 06:03:13"
"7313430099226173441","Ankit","https://www.linkedin.com/in/ankit-agarwal-3901853b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAhj59wBjqbelC4YjHdRXXx5Oju1hMXdtHs","Tax Manager at EY Global Delivery Services India","I purchased two refrigerators from # LG , but the experience has been a nightmare! One of the units was damaged during delivery, and despite having video evidence, the company has failed to provide a satisfactory solution. Multiple visits from engineers have been unsuccessful, and it's clear that the seniors are more interested in avoiding a replacement rather than resolving the issue. It's been over 10 days, and I'm still waiting for a resolution. Countless follow-ups with # LG and the store I purchased from have yielded nothing but empty promises. As a customer, it's unacceptable to be treated this way. And what's even more concerning is that if this is the level of service I receive for a brand-new product, what can I expect when I need repairs or maintenance in the future? Will I be met with the same excuses and delays? # LG , I demand a replacement for the damaged unit IMMEDIATELY. I expect a higher level of service from a reputable brand like yours. To others considering purchasing from LG, beware of their subpar customer service! Share your own experiences and let's hold them accountable! # LGBadExperience # CustomerServiceFail # DamagedProduct # ReplacementRequired # LGRefrigerator # DisappointedCustomer # LGCustomerCare # LGIndia # LGHomeAppliancesIndia # LGElectronicsIndia # LGAppliancesIndia # LGCustomerSupport # LGComplaints # LGReview # LGFeedback # LGIndiaCustomerCare # LGHomeAppliancesCustomerCare # LGElectronicsCustomerCare # ElectronicsMart # ElectronicsMartIndia # BadCustomerServiceAtElectronicsMart # BajajElectronics # BajajElectronicsIndia # BajajElectronicsCustomerCare ""","14","positive","0.183","2025-07-17 06:03:13"
"7154825741908492288","Vikas","https://www.linkedin.com/in/vikas-yadav-srccgbo?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADeYXs0BvKhMY2flScLTz5mOJdFVjObAosQ","Nagarro | SRCC MBA'25 | Corporate Relations & Placement Cell | Ex-Wave Infratech | Founder: Quality Food | DCAC,","# dishwasher # strategy # samsung # LGIndia # faber # voltasbeko # boschhomecomfort # ifb # homeappliances # householdappliances","30","neutral","0.0","2025-07-17 06:03:18"
"7246550477113286657","LG","https://www.linkedin.com/company/lgindia/posts","174,405","At LG India, we believe in creating opportunities for all. Through our CSR initiative, LG Hope Technical Skill Academy, we’re providing underprivileged youth with the skills they need to succeed in the electronics industry. From hands-on training to placement assistance, we’re committed to building a skilled workforce that drives India’s growth. This initiative, in collaboration with the Electronics Sector Skills Council of India (ESSCI) and the National Small Industries Corporation (NSIC), is a significant step towards making India the skilled capital of the world. Know more at https://bit.ly/4cLz5QP # LG # LGIndia # LifesGood # LGHopeTechnicalSkillsAcademy # LGHomeAppliance # ESSCI # NSIC # SkillDevelopment # Skills # Economy # SoftSkills # TechnicalSkills # Upskill # India # LGIndia # SkillIndia # MSDE # NSDC # NCVET # DGT","38","positive","0.271","2025-07-17 06:03:18"
"7255916854227939328","Akanksha","https://www.linkedin.com/in/akanksha-singh-27b44320?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAARWCb8BfQ8EQGG6kHShjYllJ4DUeWH5jmk","Asst.Manager HR at LG","# LGIndia Diwali Celebration ! Our Diwali Celebration was filled with light, laughter, togetherness and good vibe! We gathered to celebrate the festival of lights, embracing the spirit of unity and prosperity. From colorful decoration, rangolis to traditional outfits, and some unforgettable employee performances, it was a beautiful reminder of the joy and warmth Diwali brings. May the festival of lights inspire us to continue shining bright, sharing positivity, and creating beautiful memories! Happy Diwali # HappyDiwali # Diwali2024 # TeamCelebration # OfficeDiwali # FestivalOfLights Jasleen Ahluwalia Vijay Ranjan Singh Shubhangi joshi Bhawana Pal Sarfaraz Faridi Siddhant Rana Bithika Hazarika","600","positive","0.63","2025-07-17 06:03:18"
"7306368910272909312","VEERA","https://www.linkedin.com/in/veera-69175923b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADu72Y0BBsp7Ir51kTABdFHN1lOIzLDeRWY","HRBP @ Elite Groups | Founder - Chamois Paper Products | Co-Founder - Day1Hire & Delight to Wisdom Network | Passionate About People, Progress &","LG India (LGEI) has received the green light from SEBI for its Rs 15,000 crore maiden share sale. This significant move comes as the Indian arm of the Seoul-headquartered electronics giant aims to roll out the IPO once market conditions are favorable. LGEI has consistently demonstrated robust marketing strategies, targeting a diverse audience with eco-friendly ideas, leveraging digital marketing, and adopting innovative promotional campaigns. Financially, LG has reported impressive revenue and will be selling a 15% stake in its Indian subsidiary through the IPO to bolster the parent company's financial standing. With a large product portfolio and calculated market maneuvers, LG Electronics India's IPO is set to create a new benchmark in the Indian consumer electronics market. # LGIndia # IPO # MarketingStrategy # Finance # ConsumerElectronics # Innovation # DigitalMarketing # EcoFriendly # MarketLeadership","21","positive","0.223","2025-07-17 06:03:23"
"7214940046699732994","Anuranjan singh","https://www.linkedin.com/in/anuranjan-singh-pathania-4486b378?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABB6GbgBp0M41nW1pPvzqbiGIWkBPP2UF00","Category Marketing Head I Brand Marketing I Product Marketing I Go-To-Market I PR I Strategy I Ex-Loreal Paris I Ex-Sony I Ex-","LG Washer Dryer The new way of Washing and Drying… Shradha Batra # LGWasherDryer # TheNewWayOfWashingandDrying # LaundryConvenience # MachineDrying # SmartLiving # LG # LGIndia # LifesGood # CompleteDrying","41","positive","0.136","2025-07-17 06:03:23"
"7247484255541329920","Deepak","https://www.linkedin.com/in/deepak-dixit-b33a671b?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAARAA5cBTs0Wa6f1DmM5-jdXcVP-1Ggf-rU","B2B Sales,Business Development | Govt. PSU, BFSI, GeM & Enterprise Accounts | Networking, IoT, SaaS Display Solutions | Leadership | Channel, Distribution, GTM, P&L | KAM | Hospitality & Retail | Large Projects LG,","If you have a location, We have solutions. I am delighted to share that we have successfully completed the first LG's LED AIO -136 - the installation in Nagpur - Maharashtra at a prestigious corporate customer. Big Thanks to the entire team Maharashtra @akshaykale Gaurav Mishra Alok Sinha Nitin Shetty @alkeshagarwal Karan Datta The client expressed great satisfaction with the installation. The 136"" AIO is an outstanding and affordable ease into LED Signage for your business.136'' All-in-One Direct View LED with webOS™, Embedded System Controller, & Built-in Speaker. Discover the perfect solution with LG wide range of interactive displays 55"" to 98"" Active LED Digital Signage 32"" to 110"" Smart Tvs 32"" to 75"" Video Walls (Indoor - Outdoor) Know more at https://bit.ly/4gGdMn7 # LG # LGIndia # LifesGood # B2B # GTS2024 # LGGrandTechSeminar # LGDisplayTech # BusinessSolutions # InnovateWithLG # TechInnovation # DisplayTechnology # BusinessGrowth # VisualExcellence # FutureReady","10","positive","0.299","2025-07-17 06:03:23"
"7254844236980764673","LG","https://www.linkedin.com/company/lgindia/posts","174,405","The ultimate all-season comfort solution LG Hot & Cold Air Conditioners provides heating in winter and cooling in summer. Say goodbye to multiple devices and hello to space saving and energy savings on your bills. Experience year-round comfort with convenience at its best. Know more at https://bit.ly/3YJJNUt # LG # LGIndia # LifesGood # LGHotAndColdAC # LGAC # AirConditioners # LGAirConditioner # AC # AllSeasonComfort # AllWeatherAC","924","positive","0.192","2025-07-17 06:03:28"
"7295305112225214465","Moiz","https://www.linkedin.com/in/moiz-bohri-b91669b6?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABiokV0Bvt0iZRVRqcyf2ZXFXV70Qg409X8","Crystal Lifestyles - Pune | Nanded |","Crystal Lifestyles had the immense honor of hosting the President & Executive VP of LG Electronics HS Company - Mr Jaecheol Lyu, along with his esteemed Directors & Department Heads, at our LG Best Shop in Aundh, Pune, Maharashtra. The visit was filled with insightful discussions, positive reviews, and a shared vision for innovation and customer satisfaction. We are grateful for the opportunity to showcase our commitment to excellence and to receive valuable feedback from the leadership team of LG. A big thank you to the LG team for their time and trust in Crystal Lifestyles !l # LGIndia # CrystalLifestyleaundh # LGBestShop # AundhPune # Innovation # LGelectronics","37","positive","0.325","2025-07-17 06:03:28"
